"","True Classifier","Fitted Classifier","n","k","K","Balancing index","Fitting time","MeanPrecision","MicroPrecision","MacroPrecision","MacroRecall","MacroFscore"
"416","SVM","Bag","Mid","Mid","Mid",0.0122699386503067,4.95330286026001,0.954,0.724,NA,0.455653669151899,NA
"417","SVM","For","Small","Small","Small",0.724137931034483,0.0210249423980713,0.96,0.96,0.961538461538462,0.961538461538462,0.961538461538462
"418","SVM","For","Small","Small","Mid",0.0945945945945946,0.0210208892822266,0.96,0.92,NA,NA,NA
"419","SVM","For","Small","Mid","Small",0.388888888888889,0.0209949016571045,0.96,0.96,0.976190476190476,0.9,0.936548223350254
"420","SVM","For","Small","Mid","Mid",0.212121212121212,0.023007869720459,0.91,0.64,0.620833333333333,NA,NA
"421","SVM","For","Mid","Small","Small",0.291989664082687,0.260039091110229,0.98,0.98,0.975670049440541,0.970487302676733,0.973071775058575
"422","SVM","For","Mid","Small","Mid",0.0143112701252236,0.564017057418823,0.957333333333333,0.872,NA,NA,NA
"423","SVM","For","Mid","Mid","Small",0.0674536256323777,0.367043018341064,0.872,0.808,0.769225048341514,0.62074877700536,0.687056834154014
"424","SVM","For","Mid","Mid","Mid",0.0867579908675799,0.523040056228638,0.95,0.7,0.697190240199862,0.637189502772578,0.665840896986728
"425","SVM","Boo","Small","Small","Small",0.162790697674419,17.5183379650116,0.96,0.96,0.833333333333333,0.978260869565217,0.9
"426","SVM","Boo","Small","Small","Mid",0.0615384615384615,18.3208861351013,0.94,0.88,NA,NA,NA
"427","SVM","Boo","Small","Mid","Small",0.204819277108434,18.1150639057159,0.96,0.96,0.875,0.977272727272727,0.923312883435583
"428","SVM","Boo","Small","Mid","Mid",0.0952380952380952,18.155632019043,0.96,0.84,NA,NA,NA
"429","SVM","Boo","Mid","Small","Small",0.555209953343701,157.980065822601,0.968,0.968,0.961666666666667,0.972244953627932,0.96692687910571
"430","SVM","Boo","Mid","Small","Mid",0.069364161849711,176.497292041779,0.976,0.928,0.897064655475085,0.932338772338772,0.914361640388536
"431","SVM","Boo","Mid","Mid","Small",0.368200836820084,171.806715011597,0.957333333333333,0.936,0.918780200094793,0.914084624354489,0.916426397478971
"432","SVM","Boo","Mid","Mid","Mid",0.253521126760563,182.784312009811,0.939333333333333,0.636,NA,0.568410882871667,NA
"433","SVM","SVM","Small","Small","Small",0.754385964912281,0.0180008411407471,1,1,1,1,1
"434","SVM","SVM","Small","Small","Mid",0.416666666666667,0.0290050506591797,0.96,0.92,0.954545454545455,0.928571428571429,0.941379310344828
"435","SVM","SVM","Small","Mid","Small",0.470588235294118,0.044003963470459,0.88,0.88,0.934782608695652,0.7,0.800531914893617
"436","SVM","SVM","Small","Mid","Mid",0.0392156862745098,0.0329849720001221,0.93,0.72,NA,NA,NA
"437","SVM","SVM","Mid","Small","Small",0.131221719457014,0.0760071277618408,0.972,0.972,0.966666666666667,0.897727272727273,0.930922389272653
"438","SVM","SVM","Mid","Small","Mid",0.0292397660818713,0.162014961242676,0.973333333333333,0.92,0.900108297136986,0.829911925923953,0.863585986405862
"439","SVM","SVM","Mid","Mid","Small",0.253456221198157,0.143028974533081,0.96,0.94,0.909981602703975,0.929030152721577,0.919407224929099
"440","SVM","SVM","Mid","Mid","Mid",0.0420168067226891,0.332025051116943,0.970666666666667,0.824,NA,0.60742990301261,NA
